"DNASample","LibraryPrepID","LibraryPlateID","KeyfilePopulationLabel","DNA_Plate","KeyfilePedigree","FullSampleName","OrigKeyFile","Population","Institute"
"UG15F306P034",250601866,450025208,"","GSNaCRRIPlate12","","UG15F306P034:250601866","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P035",250601859,450025208,"","GSNaCRRIPlate12","","UG15F306P035:250601859","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P035",250601867,450025208,"","GSNaCRRIPlate12","","UG15F306P035:250601867","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P036",250601860,450025208,"","GSNaCRRIPlate12","","UG15F306P036:250601860","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P036",250601868,450025208,"","GSNaCRRIPlate12","","UG15F306P036:250601868","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P037",250601861,450025208,"","GSNaCRRIPlate12","","UG15F306P037:250601861","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P037",250601869,450025208,"","GSNaCRRIPlate12","","UG15F306P037:250601869","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P038",250601870,450025208,"","GSNaCRRIPlate12","","UG15F306P038:250601870","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P039",250601871,450025208,"","GSNaCRRIPlate12","","UG15F306P039:250601871","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F306P040",250601872,450025208,"","GSNaCRRIPlate12","","UG15F306P040:250601872","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F308P001",250600477,450025197,"","GSNaCRRIPlate1","","UG15F308P001:250600477","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F308P002",250600478,450025197,"","GSNaCRRIPlate1","","UG15F308P002:250600478","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F308P003",250600479,450025197,"","GSNaCRRIPlate1","","UG15F308P003:250600479","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F310P001",250602131,450025210,"","GSNaCRRIPlate14","","UG15F310P001:250602131","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F310P002",250602132,450025210,"","GSNaCRRIPlate14","","UG15F310P002:250602132","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F311P001",250602123,450025210,"","GSNaCRRIPlate14","","UG15F311P001:250602123","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F311P002",250602124,450025210,"","GSNaCRRIPlate14","","UG15F311P002:250602124","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F311P003",250602125,450025210,"","GSNaCRRIPlate14","","UG15F311P003:250602125","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F311P004",250602126,450025210,"","GSNaCRRIPlate14","","UG15F311P004:250602126","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P001",250602133,450025210,"","GSNaCRRIPlate14","","UG15F312P001:250602133","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P002",250602134,450025210,"","GSNaCRRIPlate14","","UG15F312P002:250602134","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P003",250602135,450025210,"","GSNaCRRIPlate14","","UG15F312P003:250602135","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P004",250602136,450025210,"","GSNaCRRIPlate14","","UG15F312P004:250602136","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P005",250602137,450025210,"","GSNaCRRIPlate14","","UG15F312P005:250602137","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P006",250602138,450025210,"","GSNaCRRIPlate14","","UG15F312P006:250602138","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P007",250602139,450025210,"","GSNaCRRIPlate14","","UG15F312P007:250602139","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P008",250602140,450025210,"","GSNaCRRIPlate14","","UG15F312P008:250602140","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F312P009",250602141,450025210,"","GSNaCRRIPlate14","","UG15F312P009:250602141","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F313P001",250600821,450025200,"","GSNaCRRIPlate4","","UG15F313P001:250600821","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F313P002",250600822,450025200,"","GSNaCRRIPlate4","","UG15F313P002:250600822","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F313P003",250600823,450025200,"","GSNaCRRIPlate4","","UG15F313P003:250600823","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F314P001",250613875,450025382,"","GSNaCRRIPlate17","","UG15F314P001:250613875","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F314P002",250613876,450025382,"","GSNaCRRIPlate17","","UG15F314P002:250613876","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F315P001",250600826,450025200,"","GSNaCRRIPlate4","","UG15F315P001:250600826","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F315P001",250600833,450025200,"","GSNaCRRIPlate4","","UG15F315P001:250600833","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F315P002",250600827,450025200,"","GSNaCRRIPlate4","","UG15F315P002:250600827","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F316P001",250613898,450025382,"","GSNaCRRIPlate17","","UG15F316P001:250613898","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F317P001",250601879,450025208,"","GSNaCRRIPlate12","","UG15F317P001:250601879","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F318P001",250600824,450025200,"","GSNaCRRIPlate4","","UG15F318P001:250600824","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F318P002",250601307,450025204,"","GSNaCRRIPlate8","","UG15F318P002:250601307","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F318P003",250601308,450025204,"","GSNaCRRIPlate8","","UG15F318P003:250601308","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F318P004",250601309,450025204,"","GSNaCRRIPlate8","","UG15F318P004:250601309","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F318P005",250601310,450025204,"","GSNaCRRIPlate8","","UG15F318P005:250601310","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F319P001",250600582,450025198,"","GSNaCRRIPlate2","","UG15F319P001:250600582","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F320P001",250601300,450025204,"","GSNaCRRIPlate8","","UG15F320P001:250601300","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F320P002",250601301,450025204,"","GSNaCRRIPlate8","","UG15F320P002:250601301","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F321P001",250600560,450025198,"","GSNaCRRIPlate2","","UG15F321P001:250600560","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F321P002",250600561,450025198,"","GSNaCRRIPlate2","","UG15F321P002:250600561","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F321P003",250600562,450025198,"","GSNaCRRIPlate2","","UG15F321P003:250600562","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F321P004",250600563,450025198,"","GSNaCRRIPlate2","","UG15F321P004:250600563","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F321P005",250600564,450025198,"","GSNaCRRIPlate2","","UG15F321P005:250600564","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F322P001",250614052,450025383,"","GSNaCRRIPlate18","","UG15F322P001:250614052","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F322P003",250614053,450025383,"","GSNaCRRIPlate18","","UG15F322P003:250614053","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F322P004",250614054,450025383,"","GSNaCRRIPlate18","","UG15F322P004:250614054","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F322P005",250614086,450025384,"","GSNaCRRIPlate19","","UG15F322P005:250614086","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F322P006",250614087,450025384,"","GSNaCRRIPlate19","","UG15F322P006:250614087","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F322P007",250614088,450025384,"","GSNaCRRIPlate19","","UG15F322P007:250614088","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F322P008",250614089,450025384,"","GSNaCRRIPlate19","","UG15F322P008:250614089","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F323P001",250613897,450025382,"","GSNaCRRIPlate17","","UG15F323P001:250613897","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F324P002",250602101,450025210,"","GSNaCRRIPlate14","","UG15F324P002:250602101","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P001",250614017,450025383,"","GSNaCRRIPlate18","","UG15F325P001:250614017","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P002",250614018,450025383,"","GSNaCRRIPlate18","","UG15F325P002:250614018","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P004",250614019,450025383,"","GSNaCRRIPlate18","","UG15F325P004:250614019","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P005",250614161,450025384,"","GSNaCRRIPlate19","","UG15F325P005:250614161","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P006",250614162,450025384,"","GSNaCRRIPlate19","","UG15F325P006:250614162","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P007",250614163,450025384,"","GSNaCRRIPlate19","","UG15F325P007:250614163","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P008",250614164,450025384,"","GSNaCRRIPlate19","","UG15F325P008:250614164","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P009",250614165,450025384,"","GSNaCRRIPlate19","","UG15F325P009:250614165","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P010",250614166,450025384,"","GSNaCRRIPlate19","","UG15F325P010:250614166","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P011",250614167,450025384,"","GSNaCRRIPlate19","","UG15F325P011:250614167","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P012",250614168,450025384,"","GSNaCRRIPlate19","","UG15F325P012:250614168","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P013",250614169,450025384,"","GSNaCRRIPlate19","","UG15F325P013:250614169","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P014",250614170,450025384,"","GSNaCRRIPlate19","","UG15F325P014:250614170","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P015",250614171,450025384,"","GSNaCRRIPlate19","","UG15F325P015:250614171","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P016",250614172,450025384,"","GSNaCRRIPlate19","","UG15F325P016:250614172","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P017",250614174,450025384,"","GSNaCRRIPlate19","","UG15F325P017:250614174","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P018",250614602,450025389,"","GSNaCRRIPlate20","","UG15F325P018:250614602","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P019",250614603,450025389,"","GSNaCRRIPlate20","","UG15F325P019:250614603","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P020",250614604,450025389,"","GSNaCRRIPlate20","","UG15F325P020:250614604","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P021",250614605,450025389,"","GSNaCRRIPlate20","","UG15F325P021:250614605","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F325P022",250614606,450025389,"","GSNaCRRIPlate20","","UG15F325P022:250614606","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F326P001",250600580,450025198,"","GSNaCRRIPlate2","","UG15F326P001:250600580","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F326P002",250600581,450025198,"","GSNaCRRIPlate2","","UG15F326P002:250600581","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F426P001",250614648,450025389,"","GSNaCRRIPlate20","","UG15F426P001:250614648","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F426P002",250614649,450025389,"","GSNaCRRIPlate20","","UG15F426P002:250614649","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F429P001",250614121,450025384,"","GSNaCRRIPlate19","","UG15F429P001:250614121","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F429P002",250614122,450025384,"","GSNaCRRIPlate19","","UG15F429P002:250614122","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F429P003",250614123,450025384,"","GSNaCRRIPlate19","","UG15F429P003:250614123","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F429P004",250614124,450025384,"","GSNaCRRIPlate19","","UG15F429P004:250614124","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"UG15F429P005",250614125,450025384,"","GSNaCRRIPlate19","","UG15F429P005:250614125","cassavaGBSkey_20160607","GS_C1","NaCRRI"
"Unk_4271xTME14_",250329628,450019783,"","EAAPP_P1","","Unk_4271xTME14_:250329628","cassavaGBSkey_20160607","MISC","NaCRRI"
"B1",250443406,450022027,"GWAS Population","NaCCRI_13","Ugandan mutations","B1:250443406","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"CH05_203",250442976,450022014,"GWAS Population","NaCCRI_18","Introductions","CH05_203:250442976","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"COLICANANA",250442941,450022014,"GWAS Population","NaCCRI_18","Introductions","COLICANANA:250442941","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"CR248_26__30",250442810,450022013,"GWAS Population","NaCCRI_12","CR248(26) 30","CR248_26__30:250442810","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"EGABUXAR993",250442702,450022012,"GWAS Population","NaCCRI_11","EGABUXAR993","EGABUXAR993:250442702","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"EYOPE",250442952,450022014,"GWAS Population","NaCCRI_18","Introductions","EYOPE:250442952","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"F10_30_R2",250442916,450022014,"GWAS Population","NaCCRI_18","Introductions","F10_30_R2:250442916","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"KALAWE",250442951,450022014,"GWAS Population","NaCCRI_18","Introductions","KALAWE:250442951","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"KBH2006_26",250442892,450022014,"GWAS Population","NaCCRI_18","Introductions","KBH2006_26:250442892","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"KBH2006_26",250442915,450022014,"GWAS Population","NaCCRI_18","Introductions","KBH2006_26:250442915","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"KIBANDAMENO",250442904,450022014,"GWAS Population","NaCCRI_18","Introductions","KIBANDAMENO:250442904","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"MH_04_3022_15",250442821,450022013,"GWAS Population","NaCCRI_12","MH 04 3022 15","MH_04_3022_15:250442821","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"MKUMBA",250442905,450022014,"GWAS Population","NaCCRI_18","Introductions","MKUMBA:250442905","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"Nase_14",250442675,450022012,"GWAS Population","NaCCRI_11","Ugandan Elite","Nase_14:250442675","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"NASE_18",250442893,450022014,"GWAS Population","NaCCRI_18","Ugandan Elite","NASE_18:250442893","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"Nase_3",250442727,450022012,"GWAS Population","NaCCRI_11","Ugandan Elite","Nase_3:250442727","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"Nase_4",250445429,450022055,"GWAS Population","NaCCRI_16","Ugandan Elite","Nase_4:250445429","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"NZIVA",250442917,450022014,"GWAS Population","NaCCRI_18","Introductions","NZIVA:250442917","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"OPN19",250442812,450022013,"GWAS Population","NaCCRI_12","OPN19","OPN19:250442812","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"ORERA",250442964,450022014,"GWAS Population","NaCCRI_18","Introductions","ORERA:250442964","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"SAGONJA",250442928,450022014,"GWAS Population","NaCCRI_18","Introductions","SAGONJA:250442928","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"SAUTI",250442940,450022014,"GWAS Population","NaCCRI_18","Introductions","SAUTI:250442940","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"SERERE",250443460,450022027,"GWAS Population","NaCCRI_13","Ugandan Local","SERERE:250443460","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"SHIBE",250442903,450022014,"GWAS Population","NaCCRI_18","Introductions","SHIBE:250442903","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TAJIRIKA",250442929,450022014,"GWAS Population","NaCCRI_18","Introductions","TAJIRIKA:250442929","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TEREKA",250442833,450022013,"GWAS Population","NaCCRI_12","Ugandan Local","TEREKA:250442833","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TME_14",250442719,450022012,"GWAS Population","NaCCRI_11","Introductions","TME_14:250442719","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TP_110_5",250443565,450022028,"GWAS Population","NaCCRI_14","Progeny of UG120110","TP_110_5:250443565","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TP_110_9A",250442975,450022014,"GWAS Population","NaCCRI_18","Progeny of UG120110","TP_110_9A:250442975","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TP_148_S3_4",250443725,450022029,"GWAS Population","NaCCRI_15","Progeny of UG120148","TP_148_S3_4:250443725","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TP_148_S3_7",250442959,450022014,"GWAS Population","NaCCRI_18","Progeny of UG120148","TP_148_S3_7:250442959","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TP_83_31",250445638,450022056,"GWAS Population","NaCCRI_17","Progeny of UG120083","TP_83_31:250445638","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TP_83_40",250443448,450022027,"GWAS Population","NaCCRI_13","Progeny of UG120083","TP_83_40:250443448","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"TZ_130",250442927,450022014,"GWAS Population","NaCCRI_18","TZ130","TZ_130:250442927","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG_14_0273",250442852,450022013,"GWAS Population","NaCCRI_12","Unknown","UG_14_0273:250442852","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG_14_1714",250443649,450022029,"GWAS Population","NaCCRI_15","TZ /130/19_7","UG_14_1714:250443649","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14__0242",250445604,450022056,"GWAS Population","NaCCRI_17","N11XN3(2)_1","UG14__0242:250445604","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14__1396",250442634,450022012,"GWAS Population","NaCCRI_11","N11 X N3 (5)_9","UG14__1396:250442634","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14__2072",250443433,450022027,"GWAS Population","NaCCRI_13","Unknown","UG14__2072:250443433","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0003",250445519,450022055,"GWAS Population","NaCCRI_16","N3 X 0686(1)_3","UG14_0003:250445519","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0007",250443655,450022029,"GWAS Population","NaCCRI_15","TME 204 X N12(2)_2","UG14_0007:250443655","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0011",250442793,450022013,"GWAS Population","NaCCRI_12","TME 204 X N12(2)_6","UG14_0011:250442793","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0014",250442953,450022014,"GWAS Population","NaCCRI_18","00036_2","UG14_0014:250442953","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0019",250443738,450022029,"GWAS Population","NaCCRI_15","00036_7","UG14_0019:250443738","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0021",250445434,450022055,"GWAS Population","NaCCRI_16","00036_9","UG14_0021:250445434","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0022",250445465,450022055,"GWAS Population","NaCCRI_16","Nam X T14(5)_1","UG14_0022:250445465","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0023",250443526,450022028,"GWAS Population","NaCCRI_14","Nam X T14(5)_2","UG14_0023:250443526","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0030",250445509,450022055,"GWAS Population","NaCCRI_16","Nam X T14(5)_9","UG14_0030:250445509","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0032",250443579,450022028,"GWAS Population","NaCCRI_14","Akena X N10(1)_2","UG14_0032:250443579","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0033",250443423,450022027,"GWAS Population","NaCCRI_13","Akena X N10(1)_3","UG14_0033:250443423","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0034",250442636,450022012,"GWAS Population","NaCCRI_11","Akena X N10(1)_4","UG14_0034:250442636","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0037",250443450,450022027,"GWAS Population","NaCCRI_13","Akena X N10(1)_7","UG14_0037:250443450","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0038",250445641,450022056,"GWAS Population","NaCCRI_17","Akena X N12(2)_1","UG14_0038:250445641","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0041",250445623,450022056,"GWAS Population","NaCCRI_17","Akena X N12(2)_4","UG14_0041:250445623","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0042",250445626,450022056,"GWAS Population","NaCCRI_17","Akena X N12(2)_5","UG14_0042:250445626","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0045",250445613,450022056,"GWAS Population","NaCCRI_17","Akena X N12(2)_8","UG14_0045:250445613","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0047",250442886,450022014,"GWAS Population","NaCCRI_18","Akena X N12(2)_10","UG14_0047:250442886","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0048",250445635,450022056,"GWAS Population","NaCCRI_17","Akena X N12(2)_11","UG14_0048:250445635","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0050",250442721,450022012,"GWAS Population","NaCCRI_11","Nam X T14(45)_2","UG14_0050:250442721","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0051",250443711,450022029,"GWAS Population","NaCCRI_15","Nam X T14(45)_3","UG14_0051:250443711","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0053",250443456,450022027,"GWAS Population","NaCCRI_13","Nam X T14(45)_5","UG14_0053:250443456","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0055",250442808,450022013,"GWAS Population","NaCCRI_12","Nase 3 X XX(8)_2","UG14_0055:250442808","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0063",250443417,450022027,"GWAS Population","NaCCRI_13","CR24-8(15)_2","UG14_0063:250443417","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0066",250443444,450022027,"GWAS Population","NaCCRI_13","CR24-8(15)_5","UG14_0066:250443444","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0068",250445494,450022055,"GWAS Population","NaCCRI_16","CR24-8(15)_7","UG14_0068:250445494","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0069",250445642,450022056,"GWAS Population","NaCCRI_17","CR24-8(15)_8","UG14_0069:250445642","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0071",250445566,450022056,"GWAS Population","NaCCRI_17","CR24-8(15)_10","UG14_0071:250445566","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0072",250442890,450022014,"GWAS Population","NaCCRI_18","CR24-8(15)_11","UG14_0072:250442890","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0073",250445436,450022055,"GWAS Population","NaCCRI_16","CR24-8(15)_12","UG14_0073:250445436","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0074",250443708,450022029,"GWAS Population","NaCCRI_15","CR24-8(15)_13","UG14_0074:250443708","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0075",250445491,450022055,"GWAS Population","NaCCRI_16","CR24-8(15)_14","UG14_0075:250445491","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0084",250442922,450022014,"GWAS Population","NaCCRI_18","N3 X N1(3)_2","UG14_0084:250442922","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0085",250443408,450022027,"GWAS Population","NaCCRI_13","N3 X N1(3)_3","UG14_0085:250443408","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0086",250443481,450022027,"GWAS Population","NaCCRI_13","N3 X N1(3)_4","UG14_0086:250443481","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0087",250443434,450022027,"GWAS Population","NaCCRI_13","N3 X N1(3)_5","UG14_0087:250443434","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0092",250443480,450022027,"GWAS Population","NaCCRI_13","N3 X N1(5)_4","UG14_0092:250443480","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0093",250443673,450022029,"GWAS Population","NaCCRI_15","N3 X N1(5)_5","UG14_0093:250443673","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0096",250443472,450022027,"GWAS Population","NaCCRI_13","TZ P/160_3","UG14_0096:250443472","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0097",250443429,450022027,"GWAS Population","NaCCRI_13","TZ P/160_4","UG14_0097:250443429","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0104",250443402,450022027,"GWAS Population","NaCCRI_13","4271 X MH04/3434(1)_3","UG14_0104:250443402","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0105",250442891,450022014,"GWAS Population","NaCCRI_18","N11 X N1(7)_1","UG14_0105:250442891","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0106",250443724,450022029,"GWAS Population","NaCCRI_15","N11 X N1(7)_2","UG14_0106:250443724","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0107",250443420,450022027,"GWAS Population","NaCCRI_13","N11 X N1(7)_3","UG14_0107:250443420","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0109",250442767,450022013,"GWAS Population","NaCCRI_12","TZ P/74_1","UG14_0109:250442767","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0111",250443732,450022029,"GWAS Population","NaCCRI_15","100142/25_2","UG14_0111:250443732","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0112",250443696,450022029,"GWAS Population","NaCCRI_15","100142/25_3","UG14_0112:250443696","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
"UG14_0120",250443721,450022029,"GWAS Population","NaCCRI_15","TME X MH04/0423(2)_2","UG14_0120:250443721","cassavaGBSkey_20160607","GWAS_Population","NaCRRI"
